"Sample","ReadID","sampled_methylation","allele"
"NGS_H19_LOI_Rep1","Read_1",0.980234653319467,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_2",0.983223565075169,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_3",0.982477972983219,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_4",0.97808829859161,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_5",0.983737235741628,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_6",0.987768734992839,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_7",0.981932509352838,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_8",0.98053612193843,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_9",0.979777483392596,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_10",0.978709603157306,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_11",0.975184261217405,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_12",0.980116411900811,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_13",0.983140763367124,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_14",0.987235525863737,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_15",0.98276608838808,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_16",0.968728748242443,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_17",0.977817081121405,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_18",0.985511819993961,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_19",0.98019621585524,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_20",0.974747957167325,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_21",0.984583466314615,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_22",0.979426513891433,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_23",0.979519256820261,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_24",0.969770933911761,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_25",0.98575718494907,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_26",0.984441875412891,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_27",0.979712987041471,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_28",0.98231853991474,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_29",0.987831592427074,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_30",0.986541702824436,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_31",0.981757778951383,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_32",0.977738467318573,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_33",0.98107407755555,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_34",0.976661924446922,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_35",0.992458680951425,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_36",0.972780329874789,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_37",0.981407159194997,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_38",0.980647017767832,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_39",0.982979147317677,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_40",0.978263744545705,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_41",0.98752330825695,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_42",0.966370771100628,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_43",0.976712425751141,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_44",0.986766756527464,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_45",0.982707525572159,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_46",0.982454681219736,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_47",0.980002784435421,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_48",0.982196972864158,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_49",0.975919038757482,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_50",0.983594678876066,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_51",0.982126725375078,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_52",0.987891170085263,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_53",0.987153711093252,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_54",0.980195578711663,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_55",0.97546282638485,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_56",0.98134330150595,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_57",0.97197794987994,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_58",0.983784437025583,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_59",0.977250019739993,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_60",0.975666883343317,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_61",0.980374772671896,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_62",0.981499005062615,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_63",0.985299273881706,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_64",0.982861638777543,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_65",0.974225176134288,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_66",0.978599967168812,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_67",0.982713749700677,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_68",0.982990186595201,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_69",0.982565926188578,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_70",0.978687404554202,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_71",0.974424771220988,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_72",0.977533742844625,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_73",0.976162451322784,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_74",0.976321078355527,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_75",0.981322133959511,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_76",0.989551490194277,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_77",0.984630833724882,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_78",0.981802294051911,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_79",0.988078489229875,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_80",0.979023660622131,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_81",0.974336638172611,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_82",0.980744122186847,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_83",0.981408195566181,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_84",0.977783124686971,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_85",0.979257325564137,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_86",0.981884888919258,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_87",0.97559580110319,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_88",0.980784523175791,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_89",0.980415987575843,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_90",0.976658276873575,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_91",0.976636730979112,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_92",0.975984455766618,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_93",0.980278818136902,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_94",0.981708342824848,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_95",0.973094519637976,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_96",0.977897778189919,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_97",0.978202747577909,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_98",0.982232280166244,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_99",0.99099509296739,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_100",0.97743160299015,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_101",0.982791597448123,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_102",0.978114742261024,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_103",0.980700978906156,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_104",0.979894193976166,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_105",0.980436190026889,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_106",0.980682972017429,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_107",0.977172393226585,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_108",0.97901823678618,"Subpopulation_1"
"NGS_H19_LOI_Rep1","Read_109",0.986847314598448,"Subpopulation_1"
