"Sample","clone","sampled_methylation"
"Sanger_Nanog_KO_Rep3","Clone_1",0.725524159684401
"Sanger_Nanog_KO_Rep3","Clone_2",0.717582311212367
"Sanger_Nanog_KO_Rep3","Clone_3",0.714337728229518
"Sanger_Nanog_KO_Rep3","Clone_4",0.712839577225192
"Sanger_Nanog_KO_Rep3","Clone_5",0.717516909450113
"Sanger_Nanog_KO_Rep3","Clone_6",0.713331685976346
"Sanger_Nanog_KO_Rep3","Clone_7",0.706075113389332
"Sanger_Nanog_KO_Rep3","Clone_8",0.710176628873592
"Sanger_Nanog_KO_Rep3","Clone_9",0.717741049273598
"Sanger_Nanog_KO_Rep3","Clone_10",0.716266576595635
"Sanger_Nanog_KO_Rep3","Clone_11",0.718890860613488
"Sanger_Nanog_KO_Rep3","Clone_12",0.729182275983208
"Sanger_Nanog_KO_Rep3","Clone_13",0.721991091478118
"Sanger_Nanog_KO_Rep3","Clone_14",0.71498578529105
"Sanger_Nanog_KO_Rep3","Clone_15",0.713967882296051
"Sanger_Nanog_KO_Rep3","Clone_16",0.721862705322312
