"Sample","ReadID","sampled_methylation","allele"
"NGS_H19_Hetero_Phased_Rep1","Read_1",0.0209133421328945,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_2",0.0123988297008622,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_3",0.0225518004138151,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_4",0.0193144404431852,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_5",0.0141212274686554,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_6",0.982271049642951,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_7",0.981250669411667,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_8",0.978406308669776,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_9",0.0145417569602215,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_10",0.0225961819789165,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_11",0.976357070753702,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_12",0.97852487977484,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_13",0.980880722714585,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_14",0.0150854712259629,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_15",0.982342408367501,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_16",0.981352158510563,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_17",0.0132082684488848,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_18",0.976645195642376,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_19",0.0209511197312819,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_20",0.969520752686596,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_21",0.989971625609801,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_22",0.019030078663419,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_23",0.966351921085759,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_24",0.0212573087570225,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_25",0.0242870376095307,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_26",0.0140660637924061,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_27",0.0208768768482988,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_28",0.0180161411802583,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_29",0.0149158083251754,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_30",0.973579940968861,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_31",0.986542356140465,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_32",0.985707391681361,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_33",0.0227632874438787,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_34",0.978165824821372,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_35",0.0276981522124352,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_36",0.982550710165869,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_37",0.0144389076665163,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_38",0.0317957102055331,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_39",0.976322945937483,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_40",0.0167698652009279,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_41",0.983636056808215,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_42",0.978107411921953,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_43",0.976971351804844,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_44",0.978569890904505,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_45",0.0221427244399405,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_46",0.98014891923617,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_47",0.972883421262949,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_48",0.0192217665350358,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_49",0.0187090401715324,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_50",0.0203994218967213,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_51",0.976804567859019,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_52",0.977882501831213,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_53",0.979884978247318,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_54",0.973028903117956,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_55",0.981415596984539,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_56",0.975267180692654,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_57",0.0190969010962854,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_58",0.019163722404194,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_59",0.981049860907561,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_60",0.9829127907065,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_61",0.983671140458292,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_62",0.0246838280343492,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_63",0.0230845251811964,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_64",0.0246325169013723,"Haplotype_A_Unmeth"
"NGS_H19_Hetero_Phased_Rep1","Read_65",0.972202337100345,"Haplotype_B_Meth"
"NGS_H19_Hetero_Phased_Rep1","Read_66",0.0197822944792898,"Haplotype_A_Unmeth"
