"Sample","clone","sampled_methylation"
"Sanger_H19_Hetero_Phased_Rep1","Clone_1",0.978582292263063
"Sanger_H19_Hetero_Phased_Rep1","Clone_2",0.97937397326869
"Sanger_H19_Hetero_Phased_Rep1","Clone_3",0.0164661854625716
"Sanger_H19_Hetero_Phased_Rep1","Clone_4",0.019316113195317
"Sanger_H19_Hetero_Phased_Rep1","Clone_5",0.989635100971237
"Sanger_H19_Hetero_Phased_Rep1","Clone_6",0.0177024046917637
"Sanger_H19_Hetero_Phased_Rep1","Clone_7",0.975462318997442
"Sanger_H19_Hetero_Phased_Rep1","Clone_8",0.016880664427717
"Sanger_H19_Hetero_Phased_Rep1","Clone_9",0.0134530859172177
"Sanger_H19_Hetero_Phased_Rep1","Clone_10",0.980100266051949
"Sanger_H19_Hetero_Phased_Rep1","Clone_11",0.0197048307630737
"Sanger_H19_Hetero_Phased_Rep1","Clone_12",0.0214536067416159
"Sanger_H19_Hetero_Phased_Rep1","Clone_13",0.981787212824649
"Sanger_H19_Hetero_Phased_Rep1","Clone_14",0.96762852083352
"Sanger_H19_Hetero_Phased_Rep1","Clone_15",0.016872422054175
"Sanger_H19_Hetero_Phased_Rep1","Clone_16",0.963582569322051
