"Sample","clone","sampled_methylation"
"Sanger_H19_LOI_Rep3","Clone_1",0.984831331439681
"Sanger_H19_LOI_Rep3","Clone_2",0.976315040631404
"Sanger_H19_LOI_Rep3","Clone_3",0.981713218294473
"Sanger_H19_LOI_Rep3","Clone_4",0.982520201732061
"Sanger_H19_LOI_Rep3","Clone_5",0.985563310423789
"Sanger_H19_LOI_Rep3","Clone_6",0.975177196349939
"Sanger_H19_LOI_Rep3","Clone_7",0.981326857250244
"Sanger_H19_LOI_Rep3","Clone_8",0.978578918412763
"Sanger_H19_LOI_Rep3","Clone_9",0.978156333640473
"Sanger_H19_LOI_Rep3","Clone_10",0.978151407986935
"Sanger_H19_LOI_Rep3","Clone_11",0.980077331393372
"Sanger_H19_LOI_Rep3","Clone_12",0.973875712249156
"Sanger_H19_LOI_Rep3","Clone_13",0.976755415069379
"Sanger_H19_LOI_Rep3","Clone_14",0.978779796280134
"Sanger_H19_LOI_Rep3","Clone_15",0.985290836399449
"Sanger_H19_LOI_Rep3","Clone_16",0.986216072060666
