"Sample","ReadID","sampled_methylation","allele"
"NGS_H19_Normal_Rep2","Read_1",0.985161551662048,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_2",0.0176838839313599,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_3",0.0195632172629718,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_4",0.97484473546489,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_5",0.0283230642051373,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_6",0.0197961805274022,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_7",0.970034533630841,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_8",0.977477017041897,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_9",0.0136784223979374,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_10",0.979964954375987,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_11",0.0204234649416234,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_12",0.978841592179702,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_13",0.0118155989793553,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_14",0.984202803818657,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_15",0.0124569241154731,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_16",0.0172115753023148,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_17",0.97830026004827,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_18",0.979947517564132,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_19",0.0177010783531407,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_20",0.983714382587381,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_21",0.0208148656464941,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_22",0.979971125789698,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_23",0.0145630016457638,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_24",0.985665338742285,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_25",0.983216233090495,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_26",0.979825281219223,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_27",0.0193393849417964,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_28",0.0160515810010945,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_29",0.986603283186024,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_30",0.98247334085192,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_31",0.975671276952797,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_32",0.0172323159457685,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_33",0.0270573341739957,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_34",0.0216625963430239,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_35",0.0146787442378914,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_36",0.0143493868222127,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_37",0.983869354757039,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_38",0.971653040569924,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_39",0.0201699407666245,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_40",0.970677958292263,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_41",0.978438332103153,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_42",0.0191252458917332,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_43",0.0168235407933954,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_44",0.0171765214132978,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_45",0.980827080760947,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_46",0.975126734968586,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_47",0.0185371921372308,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_48",0.98730190948778,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_49",0.0206406166833452,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_50",0.0182461939733583,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_51",0.974592967588006,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_52",0.982750911027992,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_53",0.0146403847675787,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_54",0.0281524584377208,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_55",0.0149665003050776,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_56",0.981549002912607,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_57",0.0191213213995451,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_58",0.0195376773791436,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_59",0.963673425016901,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_60",0.0189636942809864,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_61",0.96954670561254,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_62",0.0164306556001865,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_63",0.984717568652704,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_64",0.980286199798919,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_65",0.979510578149066,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_66",0.0136792808480709,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_67",0.977240678600731,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_68",0.988748439897646,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_69",0.975587147600765,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_70",0.977692305827907,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_71",0.026002604502919,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_72",0.983137538935924,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_73",0.971832767624698,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_74",0.983956162644415,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_75",0.0135332360857165,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_76",0.0223215866084262,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_77",0.0248074179128442,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_78",0.98028788627203,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_79",0.980786270703975,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_80",0.0151294217580475,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_81",0.025053697751361,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_82",0.977212887692025,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_83",0.0192515661846515,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_84",0.983066355472186,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_85",0.980493138035137,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_86",0.0181654467830073,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_87",0.970737263631264,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_88",0.989357822668926,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_89",0.977637180710188,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_90",0.0123995365627195,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_91",0.983494948992559,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_92",0.0174136804315764,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_93",0.97999133349046,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_94",0.978681064382952,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_95",0.0228709637969949,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_96",0.982874313283556,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_97",0.983731234964934,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_98",0.985794334145816,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_99",0.0179312524397111,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_100",0.0208565557067298,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_101",0.981058250179667,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_102",0.014919693943981,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_103",0.973443609708181,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_104",0.97652331181219,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_105",0.02626630834285,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_106",0.0268705426927151,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_107",0.986953137488052,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_108",0.0166210945164492,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_109",0.981010727939744,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_110",0.0225272264389482,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_111",0.0138284317305309,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_112",0.0218106632393471,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_113",0.98127398381267,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_114",0.98479994626376,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_115",0.0180276268202964,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_116",0.0173042789965522,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_117",0.976650072935028,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_118",0.974478332046972,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_119",0.0191040866800123,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_120",0.0221017247282353,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_121",0.979451179208656,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_122",0.0235183418984091,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_123",0.96431276104095,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_124",0.979634259280797,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_125",0.970418591809859,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_126",0.0172734772401155,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_127",0.0199047565102159,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_128",0.984395504192488,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_129",0.0147989790608156,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_130",0.972818366153448,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_131",0.977777214801442,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_132",0.0295772504980462,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_133",0.983859890399019,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_134",0.0191703593942378,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_135",0.0214474006942584,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_136",0.976243875244018,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_137",0.0211851473626023,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_138",0.014110927921568,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_139",0.0182931841760178,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_140",0.979057694105799,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_141",0.985703813152948,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_142",0.986587563314904,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_143",0.0184113476934373,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_144",0.97909218396323,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_145",0.982447530217774,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_146",0.97451598312,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_147",0.986880574423143,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_148",0.990348483166487,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_149",0.984960729207859,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_150",0.977362435614723,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_151",0.967589873604358,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_152",0.977865426124129,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_153",0.982694359364859,"Subpopulation_2"
"NGS_H19_Normal_Rep2","Read_154",0.0235966398113211,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_155",0.0172045298473655,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_156",0.021561535638427,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_157",0.0297333074995728,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_158",0.0254305234241906,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_159",0.0175967278261015,"Subpopulation_1"
"NGS_H19_Normal_Rep2","Read_160",0.980484939195593,"Subpopulation_2"
